Id,Sales
1,4029.1181666666666
2,7596.9220000000005
3,9489.738000000001
4,6939.720357142859
5,6718.572999999999
6,5674.07
7,7995.819833333331
8,8007.493333333335
9,7632.603047619049
10,5902.533880952383
11,6713.793166666667
12,7868.446666666667
13,7569.375619047617
14,8063.5396190476185
15,5299.519595238096
16,5248.223095238095
17,5795.043333333332
18,9036.704999999998
19,10553.786
20,9639.277833333334
21,7902.454000000001
22,5348.329023809524
23,6204.527500000001
24,5983.309761904762
25,7386.947999999999
26,10562.128333333334
27,10400.312595238096
28,5859.073833333333
29,5060.063333333333
30,4772.104880952381
31,4885.297500000001
32,10154.240666666668
33,7703.001309523809
34,5045.821666666667
35,5093.744476190476
36,7769.1325
37,3548.3841666666663
38,7412.499333333332
39,4260.285
40,4836.804857142857
41,5689.514547619048
42,5605.313333333333
43,7904.293333333334
44,9087.626999999999
45,4797.5315
46,6437.760833333334
47,7679.525833333334
48,11778.677333333333
49,5839.2451666666675
50,7936.371166666667
51,7011.556571428572
52,9302.0085
53,6100.919166666667
54,9775.789904761905
55,8871.665666666664
56,4668.511666666666
57,6338.760000000001
58,5722.200666666667
59,6452.606499999999
60,7770.789999999999
61,5499.796666666666
62,7389.2626190476185
63,7309.716428571428
64,10324.690904761905
65,3969.7203809523808
66,13092.786166666667
67,4570.425
68,6696.627666666667
69,8747.124833333333
70,5811.209666666667
71,6464.8625
72,6453.516
73,7475.438416666668
74,5429.565
75,5440.076166666667
76,7429.388690476189
77,7450.471523809522
78,7889.310666666668
79,4789.114333333333
80,6993.261666666666
81,7905.5505
82,6562.655500000001
83,4779.719761904762
84,6763.345666666668
85,5736.555
86,5706.5109999999995
87,5692.9619999999995
88,3794.219666666667
89,7931.264333333333
90,6026.447666666667
91,7082.336666666666
92,6792.114523809524
93,4052.5058333333336
94,5881.120833333333
95,5856.133333333332
96,7684.223666666667
97,7704.255
98,5133.793
99,4876.118166666666
100,5317.393055555555
101,5861.464
102,5889.387095238096
103,8560.114166666666
104,8400.265
105,7382.6494999999995
106,5983.826333333333
107,4476.83369047619
108,8103.005
109,8247.416666666668
110,8138.426666666666
111,8093.987499999999
112,8470.583666666666
113,8004.140333333333
114,8643.044833333333
115,5778.7826904761905
116,8163.1552142857145
117,9117.066666666666
118,8676.287523809522
119,9944.084023809522
120,7578.861666666667
121,7607.586666666666
122,6013.858333333334
123,7330.034333333333
124,8591.580666666665
125,6971.577619047619
126,5274.587888888889
127,5472.7446666666665
128,7696.653523809523
129,5626.245666666667
130,5115.439666666667
131,8562.9035
132,8272.995
133,8133.073047619048
134,6394.765857142857
135,5336.976333333333
136,7476.1145
137,7036.239999999998
138,7016.469047619046
139,5763.228833333333
140,5862.161285714286
141,6480.504547619048
142,6859.571833333333
143,6266.174666666667
144,5172.536666666667
145,8612.425
146,8473.454261904762
147,8260.155
148,6541.795666666667
149,4988.241166666667
150,5760.463333333334
151,10627.216166666667
152,6600.700333333332
153,8467.820666666667
154,7333.554857142857
155,6239.3625
156,6007.15
157,6609.629333333332
158,7889.6945
159,11613.761380952381
160,6555.674642857144
161,3314.3025
162,4882.162916666667
163,8531.886
164,8912.069333333333
165,8291.695583333332
166,7522.4125
167,4780.230166666667
168,4846.964333333333
169,3330.6220000000003
170,4940.795999999999
171,6375.4089047619045
172,6890.010285714287
173,7436.395
174,9074.431666666665
175,7592.278999999999
176,9097.969500000001
177,7530.453
178,6598.758738095237
179,8754.799
180,10357.060476190476
181,6677.655333333333
182,7837.02188095238
183,5283.111833333333
184,6741.367666666666
185,4327.335333333333
186,5776.9856666666665
187,5243.825166666667
188,9471.048333333334
189,7284.193499999999
190,8742.310166666668
191,8135.968000000002
192,5639.124666666667
193,8953.885
194,19219.334833333334
195,10256.124166666665
196,5407.274880952381
197,2856.4080000000004
198,6247.1609761904765
199,9762.671833333334
200,5580.401833333333
201,12579.0185
202,18347.868285714285
203,12631.338904761906
204,5126.213333333334
205,9068.794166666667
206,4757.380833333334
207,9218.451666666666
208,6816.73
209,7556.097976190477
210,4305.956
211,4405.034166666666
212,5720.6944603174625
213,7718.802833333333
214,8089.203166666668
215,6198.285
216,5912.063333333333
217,6394.702833333333
218,5307.987999999999
219,5152.795499999999
220,6448.344666666667
221,6017.6196666666665
222,6055.134904761906
223,7652.667833333332
224,6529.608833333333
225,5790.8565
226,6966.22
227,6605.096666666666
228,6688.8516666666665
229,7024.123999999999
230,7686.071833333333
231,6072.941999999999
232,4035.527333333334
233,6156.630666666668
234,7198.842333333334
235,5937.526999999999
236,5539.153928571428
237,8916.36107142857
238,8150.985142857143
239,9168.377690476189
240,6577.7733333333335
241,5931.187
242,5302.785023809523
243,4619.425
244,9446.458087301586
245,7849.597563492062
246,7525.86476190476
247,15200.601999999999
248,7229.275666666667
249,8413.245166666668
250,5733.064166666666
251,4605.622666666666
252,6719.7575000000015
253,4144.5031666666655
254,5705.371999999999
255,11106.708571428573
256,5268.895166666666
257,16414.303499999998
258,14060.354166666664
259,4823.616666666667
260,6516.915
261,6096.612333333333
262,7368.835499999999
263,5503.826000000001
264,8147.823333333331
265,7731.539404761904
266,9703.896499999999
267,7481.374055555555
268,7266.652904761906
269,5094.932333333333
270,6234.869082251082
271,6972.456166666667
272,6287.440277777778
273,6352.534500000001
274,6088.131666666666
275,8063.089833333334
276,10014.278583333331
277,5747.484333333334
278,10202.43330952381
279,6612.273499999999
280,10960.0225
281,5466.770333333333
282,5893.227666666668
283,5502.36
284,9954.493333333334
285,6807.28
286,8023.140666666668
287,6415.257333333333
288,9007.866011904762
289,4286.226285714286
290,8605.047499999999
291,7109.488333333333
292,4217.281666666667
293,14300.832833333334
294,17869.24533333333
295,8769.260583333335
296,7113.1375714285705
297,9706.06666666667
298,11114.630476190476
299,11421.259285714286
300,5976.872261904763
301,7653.482000000001
302,5763.153
303,8084.699166666666
304,3684.953095238096
305,5779.0053333333335
306,5496.919666666667
307,5514.2324761904765
308,7371.50061904762
309,5164.630833333333
310,5083.2515
311,7073.978666666666
312,5921.8234999999995
313,4376.195666666667
314,5757.6
315,6716.446000000002
316,8933.06
317,8745.426476190476
318,7120.851523809524
319,6502.730666666666
320,6240.1775
321,12123.90116666667
322,7904.088214285716
323,5404.432999999999
324,5211.604833333334
325,7755.464666666667
326,4932.184738095239
327,6518.443666666666
328,3619.3574523809516
329,5210.463166666666
330,6729.266238095238
331,5779.331999999999
332,7927.670119047619
333,9529.340619047616
334,9623.658
335,12166.495999999996
336,6373.665333333333
337,7638.530404761904
338,2929.1874047619044
339,5404.152166666667
340,6603.090833333333
341,4303.75
342,7768.024166666666
343,5321.662833333333
344,5130.404500000001
345,8604.320476190476
346,11100.179333333332
347,8586.269523809526
348,5368.581166666667
349,5257.974833333333
350,9182.392642857143
351,7203.276999999999
352,6130.186166666669
353,5831.677904761905
354,7031.673333333332
355,10350.762976190477
356,4315.0785
357,6419.918000000001
358,7971.338111111111
359,8044.889
360,13905.743999999999
361,5081.026142857143
362,16470.901166666663
363,13060.52483333333
364,5237.539833333332
365,4015.3385000000007
366,5788.767857142857
367,6404.807
368,5494.180833333333
369,7675.894023809524
370,6855.330190476189
371,4803.941428571428
372,7512.036785714286
373,3660.8541428571425
374,8653.445666666665
375,6764.9901666666665
376,7320.336333333333
377,8487.187166666665
378,5430.794833333334
379,8791.713476190478
380,8055.168333333332
381,4993.193
382,5284.791333333333
383,8465.231583333334
384,10462.196666666665
385,6643.467
386,4764.156166666667
387,7759.909999999999
388,8033.993666666667
389,7443.360666666669
390,6335.873833333333
391,8559.10311904762
392,5458.1525
393,5926.565880952382
394,13015.732476190475
395,8876.648047619048
396,6493.164380952382
397,5954.376166666667
398,5835.728666666667
399,5175.202396825398
400,3816.6886428571424
401,5671.7325
402,7028.241964285712
403,8992.665166666666
404,10565.157833333336
405,11233.975214285712
406,8470.506119047617
407,6752.994166666666
408,5060.466357142857
409,10368.405785714283
410,10385.414
411,9028.579166666668
412,8661.798690476191
413,8173.438499999998
414,5438.209666666667
415,3967.4831666666664
416,6940.7375
417,6383.93680952381
418,6336.031619047618
419,6233.370952380953
420,3197.347333333333
421,11679.457000000002
422,11675.543000000003
423,4977.3875
424,4923.875000000001
425,5997.818333333333
426,6733.038333333333
427,8631.473333333333
428,6493.338952380952
429,5080.833333333334
430,5102.9705
431,4260.732333333333
432,3342.7616666666668
433,7054.614166666667
434,16579.590444444442
435,5333.571976190476
436,5802.485071428572
437,6952.577833333332
438,5557.394071428571
439,5874.841833333334
440,5083.225166666667
441,4066.3316666666665
442,5508.283071428574
443,7253.941333333334
444,6056.02392857143
445,7801.430666666668
446,6974.841833333334
447,4839.468055555556
448,8731.042190476193
449,8453.07188095238
450,10091.931071428573
451,5506.390833333333
452,6597.719166666666
453,4923.805
454,5686.849333333334
455,14719.37
456,12986.59514285714
457,7025.114095238095
458,5799.595
459,4931.879166666667
460,5995.728833333332
461,5658.101095238095
462,12037.805333333332
463,5016.6449999999995
464,5414.472
465,7412.185833333334
466,4694.999333333333
467,6191.073333333334
468,6738.381666666667
469,6723.631666666667
470,6387.0475
471,4011.8419999999996
472,4678.841412698413
473,6337.63019047619
474,8929.023333333333
475,8700.472333333333
476,6661.750833333333
477,6138.949119047619
478,7054.400833333334
479,5871.916619047619
480,0.0
481,7382.079642857142
482,6747.654166666666
483,6937.063999999999
484,5898.6793333333335
485,6371.99
486,6366.091000000001
487,5846.081500000001
488,6681.322357142855
489,6610.80469047619
490,6844.204166666667
491,8415.440833333334
492,5409.468309523811
493,4624.548333333334
494,12251.989547619047
495,6507.9940000000015
496,3537.8563333333336
497,8088.522
498,8460.18630952381
499,10193.151833333332
500,8264.861166666666
501,6031.128500000001
502,5027.255055555555
503,7325.260833333333
504,5615.495047619047
505,9189.403
506,3465.2966666666675
507,6006.131666666664
508,6504.674833333333
509,5452.945500000001
510,5637.175166666666
511,7133.703333333334
512,8134.856428571428
513,5117.007833333333
514,8492.248166666664
515,6771.722000000001
516,8524.926142857143
517,7422.824095238097
518,8311.535340909091
519,8144.836666666664
520,7545.981666666667
521,7875.128499999997
522,5471.214738095237
